14:38:59.111 INFO  manager.ApplicationManager - All tests rus in Chrome Browser
14:39:01.435 INFO  manager.ApplicationManager - The link--->https://ilcarro.web.app/search
14:39:01.468 INFO  manager.ListenerWD - Before find element By.xpath: //*[text()=' Logout ']
14:39:11.534 INFO  manager.ListenerWD - Element found success By.xpath: //*[text()=' Logout ']
14:39:11.538 INFO  tests.TestBase - Start success registration test
14:39:11.538 INFO  tests.TestBase - test data---> first name-'Vitaly', last name-'Dolgopiat', email-'vitaly+z+@gmail.com', password-'1978Vit@lik'
14:39:11.539 INFO  manager.ListenerWD - Before find element By.xpath: //a[text()=' Sign up ']
14:39:11.568 INFO  manager.ListenerWD - Element found success By.xpath: //a[text()=' Sign up ']
14:39:11.582 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (40d10512c2b9bff2f352d890f837aae5)] -> xpath: //a[text()=' Sign up ']]
14:39:11.687 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (40d10512c2b9bff2f352d890f837aae5)] -> xpath: //a[text()=' Sign up ']]
14:39:11.687 INFO  manager.ListenerWD - Before find element By.id: name
14:39:11.729 INFO  manager.ListenerWD - Element found success By.id: name
14:39:11.730 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (40d10512c2b9bff2f352d890f837aae5)] -> id: name]
14:39:11.819 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (40d10512c2b9bff2f352d890f837aae5)] -> id: name]
14:39:12.213 INFO  manager.ListenerWD - Before find element By.id: lastName
14:39:12.241 INFO  manager.ListenerWD - Element found success By.id: lastName
14:39:12.242 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (40d10512c2b9bff2f352d890f837aae5)] -> id: lastName]
14:39:12.331 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (40d10512c2b9bff2f352d890f837aae5)] -> id: lastName]
14:39:12.636 INFO  manager.ListenerWD - Before find element By.id: email
14:39:12.674 INFO  manager.ListenerWD - Element found success By.id: email
14:39:12.675 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (40d10512c2b9bff2f352d890f837aae5)] -> id: email]
14:39:12.775 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (40d10512c2b9bff2f352d890f837aae5)] -> id: email]
14:39:13.296 INFO  manager.ListenerWD - Before find element By.id: password
14:39:13.329 INFO  manager.ListenerWD - Element found success By.id: password
14:39:13.330 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (40d10512c2b9bff2f352d890f837aae5)] -> id: password]
14:39:13.392 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (40d10512c2b9bff2f352d890f837aae5)] -> id: password]
14:39:13.644 INFO  manager.ListenerWD - Before find element By.id: terms-of-use
14:39:13.665 INFO  manager.ListenerWD - Element found success By.id: terms-of-use
14:39:13.680 INFO  manager.ListenerWD - Before find element By.cssSelector: label[for='terms-of-use']
14:39:13.716 INFO  manager.ListenerWD - Element found success By.cssSelector: label[for='terms-of-use']
14:39:13.908 INFO  manager.ListenerWD - Before find element By.xpath: //*[@type='submit']
14:39:13.936 INFO  manager.ListenerWD - Element found success By.xpath: //*[@type='submit']
14:39:13.938 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (40d10512c2b9bff2f352d890f837aae5)] -> xpath: //*[@type='submit']]
14:39:14.048 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (40d10512c2b9bff2f352d890f837aae5)] -> xpath: //*[@type='submit']]
14:39:14.048 INFO  manager.ListenerWD - Before find element By.cssSelector: .dialog-container>h2
14:39:16.135 INFO  manager.ListenerWD - Element found success By.cssSelector: .dialog-container>h2
14:39:16.153 INFO  manager.ListenerWD - get text from the element with text: You are logged in success
14:39:16.193 INFO  manager.ListenerWD - got the text successful: You are logged in success
14:39:16.198 INFO  tests.TestBase - assert get message 'You are logged in success'
14:39:16.203 INFO  manager.ListenerWD - Before find element By.xpath: //button[text()='Ok']
14:39:16.229 INFO  manager.ListenerWD - Element found success By.xpath: //button[text()='Ok']
14:39:16.230 INFO  manager.ListenerWD - Before find element By.xpath: //button[text()='Ok']
14:39:16.264 INFO  manager.ListenerWD - Element found success By.xpath: //button[text()='Ok']
14:39:16.265 INFO  manager.ListenerWD - start method click [[ChromeDriver: chrome on WINDOWS (40d10512c2b9bff2f352d890f837aae5)] -> xpath: //button[text()='Ok']]
14:39:16.350 INFO  manager.ListenerWD - done method click on: [[ChromeDriver: chrome on WINDOWS (40d10512c2b9bff2f352d890f837aae5)] -> xpath: //button[text()='Ok']]
14:39:16.354 INFO  tests.TestBase - ======================================
14:39:16.361 INFO  manager.ListenerWD - Before find element By.xpath: //*[text()=' Logout ']
14:39:16.392 INFO  manager.ListenerWD - Element found success By.xpath: //*[text()=' Logout ']
14:39:16.393 INFO  manager.ListenerWD - Before find element By.xpath: //*[text()=' Logout ']
14:39:16.431 INFO  manager.ListenerWD - Element found success By.xpath: //*[text()=' Logout ']
